what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1279094225267
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1279094226677
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279094231589
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279094764567
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1279094778163
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1279094785393
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279094809083
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095079530
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095089742
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095202316
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095221164
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095231724
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1279095232823
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1279095234279
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1279095246400
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1279095246824
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineEnd",1279095248976
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1279095249328
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1279095250273
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095258732
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095261722
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1279095262836
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095296642
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095302256
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1279095302605
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095304482
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095339811
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1279095340192
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095343737
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095378810
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1279095382257
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1279095394529
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1279095400971
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1279095409908
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1279095410705
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1279095412857
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1279095445405
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095447621
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095447788
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095448063
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095452681
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095454124
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279095563526
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1279095573606
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1279095577987
