what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279101118625
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279101139575
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1279101150284
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineEnd",1279101156540
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1279101156950
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1279101157475
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1279101158032
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1279101158208
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1279101158504
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1279101158909
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279101161168
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279101166210
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279101168279
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279101185938
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279101192192
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279101797335
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279101800395
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279101827494
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1279101831097
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1279101833967
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279101834728
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279101979713
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1279101984942
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1279101986979
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279101988069
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279102092390
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1279102096632
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1279102100731
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineEnd",1279102108753
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1279102109155
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1279102109699
started,bundle,org.eclipse.jst.ws.annotations.core,1.0.0.v201004262257,"org.eclipse.jst.ws.annotations.core",1279102131208
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1279102131834
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1279102147185
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1279102158125
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1279102176024
