what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1279098288295
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1279098294937
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279098302912
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279098528750
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1279098528762
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279098531648
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279098551058
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1279098551069
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1279098552644
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279098593675
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279098675224
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279098747885
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279098751266
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1279098811890
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1279098812348
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1279098812994
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1279098824628
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1279098827460
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1279098845308
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1279098852337
